8179.50510025024,8184.50510025024
8283.51099205017,8288.51099205017
8386.50157165527,8391.50157165527
8574.54016876221,8579.54016876221
8715.13063621521,8720.13063621521
8781.57683181763,8786.57683181763
8767.04409408569,8772.04409408569
8682.14420700073,8687.14420700073
8617.28791427612,8622.28791427612
8469.04626464844,8474.04626464844
8353.07442855835,8358.07442855835
8314.74395751953,8319.74395751953
8344.82027053833,8349.82027053833
8432.10466766357,8437.10466766357
8581.56641387939,8586.56641387939
8783.20154190063,8788.20154190063
8905.92391204834,8910.92391204834
9229.74417877197,9234.74417877197
9754.59947776794,9759.59947776794
10668.0805130005,10673.0805130005
12170.1415309906,12175.1415309906
14383.9863052368,14388.9863052368
17340.8886375427,17345.8886375427
21001.2725524902,21006.2725524902
23064.8163070679,23069.8163070679
27588.3266525269,27593.3266525269
32573.1575431824,32578.1575431824
37779.6975631714,37784.6975631714
43062.6820144653,43067.6820144653
48089.4183502197,48094.4183502197
52333.0329818726,52338.0329818726
53987.271736145,53992.271736145
56087.3219108582,56092.3219108582
56442.5809745789,56447.5809745789
55229.4344940186,55234.4344940186
53034.8888473511,53039.8888473511
50591.6545410156,50596.6545410156
48734.8326339722,48739.8326339722
49084.2211074829,49089.2211074829
50002.5405960083,50007.5405960083
53099.716884613,53104.716884613
57519.690955162,57524.690955162
62689.1051840782,62694.1051840782
67745.8763833046,67750.8763833046
71545.9246821404,71550.9246821404
72902.2154932022,72907.2154932022
70972.9053630829,70977.9053630829
68772.250544548,68777.250544548
62934.3778467178,62939.3778467178
57441.4288806915,57446.4288806915
54103.0776767731,54108.0776767731
54810.9571447372,54815.9571447372
59854.0233354568,59859.0233354568
68561.8751430511,68566.8751430511
80456.0011024475,80461.0011024475
94639.2124862671,94644.2124862671
102101.547657013,102106.547657013
116361.856231689,116366.856231689
127264.364761353,127269.364761353
131852.710456848,131857.710456848
128234.990104675,128239.990104675
116847.439231873,116852.439231873
101373.448150635,101378.448150635
86128.0237045288,86133.0237045288
79899.7278289795,79904.7278289795
71222.5973739624,71227.5973739624
66968.8311691284,66973.8311691284
65369.0884628296,65374.0884628296
65240.032875061,65245.032875061
65903.8517837524,65908.8517837524
66595.3584194183,66600.3584194183
66648.8087491989,66653.8087491989
66290.508128643,66295.508128643
64712.9168817997,64717.9168817997
62419.1804521084,62424.1804521084
60133.1302776337,60138.1302776337
58175.5580580235,58180.5580580235
56485.6060320139,56490.6060320139
55303.2861888409,55308.2861888409
54240.588223815,54245.588223815
53780.0483130813,53785.0483130813
53287.1069691181,53292.1069691181
53040.7041951418,53045.7041951418
52699.6361066699,52704.6361066699
52236.5403424799,52241.5403424799
51961.7715110928,51966.7715110928
51764.3235533237,51769.3235533237
51660.9134656936,51665.9134656936
51401.5171767026,51406.5171767026
51286.2919686735,51291.2919686735
51318.7373171449,51323.7373171449
51287.485275656,51292.485275656
51133.1690004766,51138.1690004766
50969.5828541219,50974.5828541219
50940.6794122756,50945.6794122756
51000.7626156807,51005.7626156807
51137.3444734365,51142.3444734365
51608.2372854352,51613.2372854352
52155.7577614337,52160.7577614337
52614.0676873326,52619.0676873326
52732.2795240283,52737.2795240283
52501.4100966305,52506.4100966305
52195.6255179346,52200.6255179346
52033.9173404574,52038.9173404574
51779.7468627691,51784.7468627691
51711.8955941051,51716.8955941051
51674.5211595893,51679.5211595893
51567.4156961814,51572.4156961814
51473.5139215291,51478.5139215291
51344.6944845691,51349.6944845691
51174.3553254083,51179.3553254083
50943.0933901519,50948.0933901519
50674.1726061329,50679.1726061329
50352.9859775677,50357.9859775677
50005.3022321165,50010.3022321165
49679.5329810753,49684.5329810753
49405.561234355,49410.561234355
49204.4450409189,49209.4450409189
49061.5251122862,49066.5251122862
48962.8946622536,48967.8946622536
48927.4595442861,48932.4595442861
48920.466870904,48925.466870904
48933.6682991832,48938.6682991832
48964.95759736,48969.95759736
48993.3404976353,48998.3404976353
49026.7241680846,49031.7241680846
49051.817922242,49056.817922242
49063.9694214314,49068.9694214314
49067.9092345238,49072.9092345238
49089.4812832773,49094.4812832773
49092.8688843101,49097.8688843101
49071.8871373236,49076.8871373236
49009.2383220196,49014.2383220196
48930.7820890173,48935.7820890173
48859.3497780487,48864.3497780487
48809.7461600304,48814.7461600304
48792.2828156948,48797.2828156948
48781.9181811661,48786.9181811661
48763.3676278591,48768.3676278591
48763.9904716685,48768.9904716685
48765.0159419328,48770.0159419328
48780.5383060351,48785.5383060351
48793.7033689916,48798.7033689916
48846.0659168661,48851.0659168661
48925.7943972051,48930.7943972051
49068.6050459146,49073.6050459146
49241.7288853228,49246.7288853228
49422.082547918,49427.082547918
49603.2403078377,49608.2403078377
49799.9730000198,49804.9730000198
50002.9843725264,50007.9843725264
50195.1487435699,50200.1487435699
50365.6639800966,50370.6639800966
50478.7908346355,50483.7908346355
50528.9668394327,50533.9668394327
50515.1833131015,50520.1833131015
50449.8111091852,50454.8111091852
50368.8216182292,50373.8216182292
50297.6047787964,50302.6047787964
50251.6073542237,50256.6073542237
50275.3015115559,50280.3015115559
50399.1229841709,50404.1229841709
50642.2332355231,50647.2332355231
50994.9145446569,50999.9145446569
51430.9550496638,51435.9550496638
51913.0658182055,51918.0658182055
52405.6048031449,52410.6048031449
52851.7568296492,52856.7568296492
53168.7726269513,53173.7726269513
53579.3328644335,53584.3328644335
54031.6541564614,54036.6541564614
54368.7925435305,54373.7925435305
54492.3972061276,54497.3972061276
54422.1828796118,54427.1828796118
54137.5576567948,54142.5576567948
53815.5915328562,53820.5915328562
53494.8388381004,53499.8388381004
53121.5774539113,53126.5774539113
52822.5575432777,52827.5575432777
52601.1341497451,52606.1341497451
52560.6282626763,52565.6282626763
