0,Unnamed: 1,50,50.1,50.1.1,100,20,30,31,32,33,35,40,43,45,47,50.1.1.1,200,20.1,30.1,36,37,38,39,40.1,41,43.1,45.1,47.1,31.1,32.1,50.1.1.1.1,100.1,200.1,33.1,34,35.1,30.1.1,31.1.1,32.1.1,33.1.1,34.1,35.1.1,36.1,37.1,38.1,39.1,40.1.1,43.1.1,45.1.1,47.1.1,100.1.1,200.1.1,20.1.1,34.1.1,36.1.1,37.1.1,38.1.1,39.1.1,30.1.1.1,30.1.1.1.1,31.1.1.1,36.1.1.1,37.1.1.1,38.1.1.1,39.1.1.1,40.1.1.1,43.1.1.1,45.1.1.1,47.1.1.1,50.1.1.1.1.1,100.1.1.1,200.1.1.1,20.1.1.1,31.1.1.1.1,32.1.1.1,20.1.1.1.1,33.1.1.1,34.1.1.1,35.1.1.1,36.1.1.1.1,37.1.1.1.1,38.1.1.1.1,39.1.1.1.1,40.1.1.1.1,43.1.1.1.1,45.1.1.1.1,201,202,203,47
,,,17562.0,51.0,,,,,,,5235.0,,43.0,47.0,47,49.0,,,,,,16725.0,,41.0,101.0,2208.0,5867.0,49.0,,,11049.0,100.0,,,3310.0,11884.0,,,,,,,,,,,,,46.0,49.0,,2312.0,,,,,,9919.0,,,,,,,,,44.0,,741.0,52.0,,,,,,,,,,,,,,,,44.0,49.0,,,47.0
,,,17527.0,50.0,,,,,,,5294.0,,,45.0,47,,,,,,,,,41.0,67.0,2177.0,9713.0,48.0,,,11019.0,101.0,,,3344.0,,,,,,,,,,,,,,47.0,47.0,,2111.0,,,,,,11252.0,,,,,,,,,42.0,,675.0,50.0,,,,,,,,,,,,,,,,46.0,50.0,,,47.0
,,,22864.0,49.0,,,,,,,15305.0,,,46.0,47,,,,,,,,,42.0,39.0,2174.0,9712.0,50.0,,,10949.0,101.0,,,3343.0,,,,,,,,,,,,,,46.0,49.0,,1912.0,,,,,,13687.0,,,,,,,,,45.0,,639.0,49.0,,,,,,,,,,,,,,,,48.0,51.0,,,47.0
,,,,51.0,,,,,,,22492.0,,,45.0,48,,,,,,,,,40.0,42.0,2143.0,9679.0,47.0,,,10916.0,100.0,,,,,,,,,,,,,,,,,45.0,47.0,,1709.0,,,,,,13684.0,,,,,,,,,43.0,,571.0,50.0,,,,,,,,,,,,,,,,47.0,50.0,,,47.0
,,,,49.0,,,,,,,32306.0,,,47.0,49,,,,,,,,,40.0,41.0,,9644.0,47.0,,,10849.0,101.0,,,,,,,,,,,,,,,,,44.0,48.0,,1507.0,,,,,,,,,,,,,,,,,570.0,51.0,,,,,,,,,,,,,,,,46.0,51.0,,,46.0
,,,,52.0,,,,,,,36925.0,,,46.0,48,,,,,,,,,42.0,42.0,,12827.0,47.0,,,,100.0,,,,,,,,,,,,,,,,,47.0,45.0,,1307.0,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,45.0,49.0,,,49.0
,,,,50.0,,,,,,,37090.0,,,45.0,48,,,,,,,,,38.0,42.0,,,46.0,,,,101.0,,,,,,,,,,,,,,,,,45.0,45.0,,1109.0,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,46.0,51.0,,,49.0
,,,,52.0,,,,,,,52696.0,,,45.0,43,,,,,,,,,41.0,41.0,,,46.0,,,,101.0,,,,,,,,,,,,,,,,,45.0,48.0,,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,51.0,,,
,,,,51.0,,,,,,,55377.0,,,46.0,47,,,,,,,,,40.0,41.0,,,46.0,,,,,,,,,,,,,,,,,,,,,45.0,47.0,,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,52.0,,,
,,,,49.0,,,,,,,97496.0,,,47.0,48,,,,,,,,,39.0,39.0,,,46.0,,,,,,,,,,,,,,,,,,,,,45.0,47.0,,573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,43.0,,,
,,,,51.0,,,,,,,101050.0,,,45.0,48,,,,,,,,,40.0,42.0,,,47.0,,,,,,,,,,,,,,,,,,,,,47.0,46.0,,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,52.0,,,
,,,,49.0,,,,,,,103095.0,,,45.0,49,,,,,,,,,40.0,40.0,,,47.0,,,,,,,,,,,,,,,,,,,,,46.0,46.0,,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,
,,,,50.0,,,,,,,118964.0,,,44.0,48,,,,,,,,,40.0,40.0,,,46.0,,,,,,,,,,,,,,,,,,,,,,48.0,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,
,,,,50.0,,,,,,,121833.0,,,46.0,49,,,,,,,,,41.0,,,,47.0,,,,,,,,,,,,,,,,,,,,,,49.0,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,
,,,,50.0,,,,,,,133012.0,,,46.0,47,,,,,,,,,23.0,,,,47.0,,,,,,,,,,,,,,,,,,,,,,46.0,,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,
,,,,51.0,,,,,,,134857.0,,,47.0,48,,,,,,,,,42.0,,,,49.0,,,,,,,,,,,,,,,,,,,,,,47.0,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,
,,,,51.0,,,,,,,136566.0,,,45.0,46,,,,,,,,,41.0,,,,48.0,,,,,,,,,,,,,,,,,,,,,,48.0,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,
,,,,51.0,,,,,,,,,,45.0,46,,,,,,,,,39.0,,,,47.0,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,45.0,47,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,46.0,47,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,47.0,46,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,47.0,46,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,45.0,46,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,45.0,45,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,43.0,48,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,45.0,47,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,47.0,49,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,43.0,47,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,45.0,46,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,45.0,47,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,44.0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,45.0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,47.0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,45.0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,43.0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
