0,Unnamed: 1,100,20,50,30,33,35,40,43,31,32,33.1,31.1,32.1,31.1.1,20.1,45,40.1,45.1,40.1.1,43.1,47,20.1.1,30.1,31.1.1.1,32.1.1,33.1.1,34,35.1,36,50.1,50.1.1,20.1.1.1,40.1.1.1,43.1.1,45.1.1,47.1,100.1,20.1.1.1.1,200,50.1.1.1,32.1.1.1,33.1.1.1,33.1.1.1.1,34.1,35.1.1,36.1,37,38,30.1.1,31.1.1.1.1,32.1.1.1.1,33.1.1.1.1.1,34.1.1,35.1.1.1,36.1.1,37.1,38.1,39,100.1.1,45.1.1.1,47.1.1,50.1.1.1.1,20.1.1.1.1.1,200.1,30.1.1.1,31.1.1.1.1.1,33.1.1.1.1.1.1,34.1.1.1,35.1.1.1.1,36.1.1.1,37.1.1,37.1.1.1,38.1.1,39.1,37.1.1.1.1,38.1.1.1,38.1.1.1.1,39.1.1,39.1.1.1,40.1.1.1.1,43.1.1.1,45.1.1.1.1,47.1.1.1,100.1.1.1,20.1.1.1.1.1.1,200.1.1,33.1.1.1.1.1.1.1,34.1.1.1.1,47.1.1.1.1,50.1.1.1.1.1,100.1.1.1.1,200.1.1.1,50.1.1.1.1.1.1,200.1.1.1.1,39.1.1.1.1,40.1.1.1.1.1,43.1.1.1.1,36.1.1.1.1,36.1.1.1.1.1,30.1.1.1.1,30.1.1.1.1.1,32.1.1.1.1.1,35
,,,,,,1234.0,,42.0,45.0,2344.0,,,,35.0,,,48.0,,47.0,39.0,,,,,,,,36.0,,,,,,43.0,320.0,48,,,,,54.0,34.0,,33.0,37.0,2782.0,37.0,39.0,41.0,,,34.0,,36.0,38.0,42.0,401.0,405.0,40.0,,49.0,349.0,,,,,,1501.0,332.0,266.0,2935.0,,,,40.0,39.0,41.0,42.0,42.0,41.0,,47.0,47.0,,,,,,,51.0,51.0,720.0,,,,41.0,42.0,44.0,39.0,40.0,,,,
,,,,,,1269.0,,44.0,44.0,2345.0,,,,33.0,,,48.0,,46.0,39.0,,,,,,,,36.0,,,,,,43.0,318.0,47,,,,,53.0,37.0,,35.0,37.0,2783.0,40.0,40.0,42.0,,,34.0,,35.0,39.0,40.0,369.0,401.0,43.0,,47.0,348.0,,,,,,1500.0,365.0,267.0,,,,,42.0,39.0,41.0,40.0,42.0,41.0,,44.0,47.0,,,,,,,51.0,53.0,720.0,,,,41.0,45.0,46.0,37.0,38.0,,,,
,,,,,,2512.0,,42.0,45.0,2342.0,,,,34.0,,,50.0,,47.0,,,,,,,,,37.0,,,,,,42.0,318.0,47,,,,,51.0,35.0,,35.0,37.0,2785.0,39.0,40.0,41.0,,,32.0,,37.0,38.0,39.0,334.0,403.0,42.0,,47.0,350.0,,,,,,1532.0,1135.0,265.0,,,,,40.0,42.0,41.0,42.0,43.0,42.0,,,47.0,,,,,,,,,721.0,,,,41.0,41.0,43.0,38.0,35.0,,,,
,,,,,,2516.0,,40.0,44.0,2345.0,,,,34.0,,,46.0,,48.0,,,,,,,,,34.0,,,,,,42.0,318.0,49,,,,,51.0,35.0,,35.0,36.0,2822.0,38.0,39.0,40.0,,,65.0,,35.0,37.0,39.0,299.0,405.0,43.0,,46.0,351.0,,,,,,1598.0,1906.0,260.0,,,,,43.0,42.0,41.0,40.0,41.0,,,,47.0,,,,,,,,,718.0,,,,42.0,41.0,44.0,38.0,39.0,,,,
,,,,,,3949.0,,43.0,44.0,2375.0,,,,34.0,,,48.0,,48.0,,,,,,,,,38.0,,,,,,43.0,317.0,47,,,,,54.0,34.0,,35.0,36.0,2852.0,38.0,39.0,40.0,,,3984.0,,36.0,36.0,40.0,299.0,370.0,43.0,,49.0,367.0,,,,,,1597.0,2543.0,265.0,,,,,41.0,41.0,41.0,,41.0,,,,47.0,,,,,,,,,719.0,,,,41.0,42.0,47.0,38.0,38.0,,,,
,,,,,,,,,43.0,2510.0,,,,37.0,,,48.0,,,,,,,,,,,38.0,,,,,,43.0,318.0,49,,,,,52.0,35.0,,34.0,37.0,4150.0,37.0,42.0,40.0,,,5489.0,,36.0,39.0,38.0,303.0,741.0,42.0,,48.0,350.0,,,,,,1662.0,3680.0,264.0,,,,,41.0,41.0,,,43.0,,,,46.0,,,,,,,,,,,,,,42.0,45.0,37.0,40.0,,,,
,,,,,,,,,47.0,,,,,31.0,,,45.0,,,,,,,,,,,36.0,,,,,,42.0,320.0,48,,,,,53.0,34.0,,35.0,37.0,4548.0,40.0,38.0,40.0,,,7103.0,,36.0,37.0,39.0,1009.0,2013.0,42.0,,48.0,338.0,,,,,,1662.0,4446.0,270.0,,,,,42.0,42.0,,,,,,,48.0,,,,,,,,,,,,,,43.0,47.0,39.0,,,,,
,,,,,,,,,45.0,,,,,33.0,,,48.0,,,,,,,,,,,35.0,,,,,,42.0,319.0,47,,,,,54.0,33.0,,34.0,36.0,,39.0,38.0,41.0,,,8947.0,,37.0,37.0,38.0,2212.0,2013.0,41.0,,48.0,350.0,,,,,,1697.0,6387.0,264.0,,,,,42.0,41.0,,,,,,,46.0,,,,,,,,,,,,,,44.0,45.0,38.0,,,,,
,,,,,,,,,43.0,,,,,32.0,,,46.0,,,,,,,,,,,35.0,,,,,,43.0,317.0,48,,,,,54.0,35.0,,35.0,38.0,,39.0,40.0,41.0,,,10655.0,,36.0,37.0,40.0,2212.0,2045.0,41.0,,47.0,348.0,,,,,,1729.0,7119.0,263.0,,,,,41.0,39.0,,,,,,,47.0,,,,,,,,,,,,,,43.0,44.0,40.0,,,,,
,,,,,,,,,,,,,,34.0,,,49.0,,,,,,,,,,,38.0,,,,,,44.0,318.0,45,,,,,55.0,34.0,,36.0,37.0,,38.0,38.0,41.0,,,11996.0,,35.0,37.0,41.0,2184.0,3451.0,43.0,,49.0,348.0,,,,,,4635.0,,265.0,,,,,43.0,40.0,,,,,,,48.0,,,,,,,,,,,,,,43.0,45.0,40.0,,,,,
,,,,,,,,,,,,,,35.0,,,44.0,,,,,,,,,,,37.0,,,,,,41.0,319.0,48,,,,,54.0,33.0,,33.0,37.0,,37.0,39.0,42.0,,,,,36.0,37.0,39.0,2383.0,3589.0,40.0,,48.0,358.0,,,,,,5669.0,,265.0,,,,,42.0,39.0,,,,,,,49.0,,,,,,,,,,,,,,42.0,36.0,36.0,,,,,
,,,,,,,,,,,,,,33.0,,,45.0,,,,,,,,,,,36.0,,,,,,43.0,321.0,48,,,,,53.0,35.0,,72.0,37.0,,,38.0,39.0,,,,,38.0,37.0,40.0,2418.0,3587.0,43.0,,48.0,349.0,,,,,,,,263.0,,,,,41.0,39.0,,,,,,,49.0,,,,,,,,,,,,,,44.0,45.0,39.0,,,,,
,,,,,,,,,,,,,,33.0,,,47.0,,,,,,,,,,,35.0,,,,,,42.0,348.0,50,,,,,53.0,34.0,,37.0,38.0,,,38.0,39.0,,,,,35.0,37.0,38.0,2889.0,,43.0,,48.0,351.0,,,,,,,,267.0,,,,,42.0,40.0,,,,,,,,,,,,,,,,,,,,,43.0,46.0,38.0,,,,,
,,,,,,,,,,,,,,49.0,,,47.0,,,,,,,,,,,37.0,,,,,,43.0,317.0,48,,,,,53.0,36.0,,35.0,37.0,,,38.0,42.0,,,,,36.0,36.0,40.0,2917.0,,42.0,,49.0,346.0,,,,,,,,267.0,,,,,43.0,39.0,,,,,,,,,,,,,,,,,,,,,43.0,48.0,39.0,,,,,
,,,,,,,,,,,,,,64.0,,,48.0,,,,,,,,,,,36.0,,,,,,44.0,318.0,47,,,,,53.0,33.0,,34.0,36.0,,,38.0,42.0,,,,,37.0,38.0,38.0,2987.0,,39.0,,47.0,350.0,,,,,,,,263.0,,,,,43.0,39.0,,,,,,,,,,,,,,,,,,,,,42.0,44.0,37.0,,,,,
,,,,,,,,,,,,,,998.0,,,49.0,,,,,,,,,,,36.0,,,,,,42.0,311.0,48,,,,,52.0,35.0,,34.0,38.0,,,,41.0,,,,,42.0,39.0,38.0,2986.0,,41.0,,48.0,350.0,,,,,,,,266.0,,,,,42.0,41.0,,,,,,,,,,,,,,,,,,,,,43.0,46.0,39.0,,,,,
,,,,,,,,,,,,,,3630.0,,,45.0,,,,,,,,,,,37.0,,,,,,44.0,310.0,49,,,,,53.0,35.0,,45.0,36.0,,,,41.0,,,,,33.0,38.0,38.0,2987.0,,41.0,,49.0,349.0,,,,,,,,266.0,,,,,41.0,40.0,,,,,,,,,,,,,,,,,,,,,43.0,47.0,38.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,44.0,,44,,,,,53.0,36.0,,33.0,34.0,,,,40.0,,,,,68.0,38.0,39.0,2987.0,,41.0,,48.0,347.0,,,,,,,,265.0,,,,,41.0,40.0,,,,,,,,,,,,,,,,,,,,,44.0,45.0,37.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,47,,,,,50.0,33.0,,101.0,,,,,43.0,,,,,1666.0,38.0,39.0,3120.0,,42.0,,46.0,349.0,,,,,,,,265.0,,,,,41.0,39.0,,,,,,,,,,,,,,,,,,,,,41.0,44.0,38.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,47,,,,,53.0,66.0,,1133.0,,,,,42.0,,,,,,36.0,39.0,3120.0,,41.0,,48.0,,,,,,,,,264.0,,,,,42.0,40.0,,,,,,,,,,,,,,,,,,,,,43.0,46.0,39.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,46,,,,,55.0,1100.0,,,,,,,42.0,,,,,,39.0,38.0,3118.0,,40.0,,47.0,,,,,,,,,265.0,,,,,43.0,40.0,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,48,,,,,52.0,2606.0,,,,,,,41.0,,,,,,36.0,37.0,,,42.0,,46.0,,,,,,,,,266.0,,,,,41.0,39.0,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,45,,,,,54.0,3910.0,,,,,,,41.0,,,,,,39.0,39.0,,,43.0,,49.0,,,,,,,,,265.0,,,,,40.0,41.0,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,49,,,,,53.0,5417.0,,,,,,,41.0,,,,,,38.0,39.0,,,40.0,,48.0,,,,,,,,,263.0,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,46,,,,,54.0,8283.0,,,,,,,40.0,,,,,,36.0,38.0,,,,,37.0,,,,,,,,,266.0,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,48,,,,,53.0,9553.0,,,,,,,41.0,,,,,,37.0,39.0,,,,,45.0,,,,,,,,,265.0,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,49,,,,,,,,,,,,,42.0,,,,,,37.0,41.0,,,,,47.0,,,,,,,,,266.0,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,47,,,,,,,,,,,,,40.0,,,,,,37.0,40.0,,,,,48.0,,,,,,,,,263.0,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,39.0,39.0,,,,,48.0,,,,,,,,,262.0,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,39.0,38.0,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,37.0,39.0,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,36.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,37.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
