0,Unnamed: 1,20,30,31,32,33,34,35,36,37,50,200,100,38,39,40,41,42,43,45,47,50
,,8958.0,3533.0,3641.0,3916.0,2955.0,2477.0,2676.0,1441.0,2936.0,,3268.0,2330.0,1464.0,1941.0,2741.0,8172.0,12596.0,2435.0,1234,2300.0,1818.0
,,23155.0,6035.0,5278.0,4551.0,2953.0,2473.0,2676.0,1413.0,2905.0,,3099.0,2195.0,1433.0,1936.0,2708.0,8166.0,12562.0,2401.0,1166,2230.0,1746.0
,,,11793.0,9294.0,6123.0,2957.0,2479.0,2646.0,1412.0,2872.0,,2934.0,2062.0,1400.0,1900.0,2672.0,8170.0,12562.0,2368.0,1136,2197.0,1680.0
,,,18373.0,,8207.0,2961.0,2480.0,2644.0,1381.0,2869.0,,2769.0,1927.0,1367.0,1867.0,2640.0,8205.0,12560.0,2302.0,1067,2132.0,1617.0
,,,,,9955.0,2960.0,2448.0,2646.0,1380.0,2835.0,,2600.0,1796.0,1366.0,1835.0,2581.0,8176.0,12562.0,2267.0,999,2065.0,1548.0
,,,,,10858.0,2958.0,2446.0,2613.0,1346.0,2833.0,,2434.0,1664.0,1336.0,1801.0,2547.0,8140.0,12529.0,2202.0,964,2000.0,1480.0
,,,,,14035.0,2957.0,2446.0,2611.0,1343.0,2799.0,,2267.0,1531.0,1304.0,1771.0,2513.0,8140.0,12530.0,2168.0,897,1935.0,1408.0
,,,,,15989.0,2962.0,2445.0,2582.0,1310.0,2938.0,,2103.0,1396.0,1268.0,1733.0,2482.0,8140.0,12527.0,2135.0,865,1903.0,1342.0
,,,,,17263.0,2958.0,2445.0,2580.0,1307.0,2904.0,,1933.0,1264.0,1233.0,1701.0,2445.0,8146.0,12464.0,2068.0,798,1839.0,1273.0
,,,,,21551.0,4390.0,2440.0,2582.0,1304.0,2902.0,,1769.0,1130.0,1199.0,1668.0,2413.0,8146.0,12498.0,2035.0,733,1771.0,1205.0
,,,,,22734.0,4386.0,2446.0,2546.0,1269.0,2866.0,,1601.0,1001.0,1200.0,1635.0,2379.0,8144.0,12465.0,1968.0,701,1701.0,1140.0
,,,,,24142.0,4383.0,6466.0,2543.0,1274.0,2869.0,,1439.0,836.0,1165.0,1603.0,2348.0,8074.0,12468.0,1938.0,633,1636.0,1073.0
,,,,,,4384.0,6497.0,2544.0,1238.0,2832.0,,1272.0,701.0,1133.0,1574.0,2314.0,8075.0,12434.0,1910.0,600,1606.0,1008.0
,,,,,,4381.0,6565.0,2509.0,1236.0,2797.0,,1104.0,569.0,1099.0,1539.0,2274.0,8074.0,12436.0,1840.0,532,1540.0,941.0
,,,,,,4379.0,7236.0,2506.0,1205.0,2795.0,,935.0,436.0,1067.0,1506.0,2243.0,8074.0,12432.0,1810.0,465,1476.0,873.0
,,,,,,4374.0,7268.0,2506.0,1204.0,2761.0,,772.0,300.0,1068.0,1507.0,2208.0,8075.0,12434.0,1744.0,432,1408.0,807.0
,,,,,,4506.0,7299.0,2502.0,1172.0,2728.0,,605.0,167.0,1036.0,1476.0,2175.0,8075.0,12398.0,1710.0,366,1342.0,741.0
,,,,,,5503.0,7364.0,2466.0,1171.0,2729.0,,436.0,33.0,1004.0,1440.0,2135.0,8079.0,12399.0,1676.0,334,1305.0,675.0
,,,,,,6232.0,7400.0,2466.0,1139.0,2698.0,,270.0,99.0,969.0,1409.0,2102.0,8041.0,12403.0,1608.0,266,1243.0,608.0
,,,,,,6272.0,7435.0,2467.0,1140.0,2667.0,,98.0,99.0,937.0,1376.0,2068.0,8045.0,12338.0,1575.0,200,1178.0,541.0
,,,,,,6503.0,7432.0,6948.0,1104.0,2665.0,,201.0,102.0,935.0,1340.0,2032.0,8046.0,12342.0,1508.0,167,1110.0,471.0
,,,,,,6536.0,7464.0,6949.0,1106.0,2633.0,,200.0,101.0,902.0,1340.0,1997.0,8043.0,,1473.0,101,1074.0,404.0
,,,,,,10186.0,7498.0,6979.0,1072.0,2597.0,,201.0,100.0,869.0,1340.0,1965.0,8042.0,,1436.0,67,1010.0,335.0
,,,,,,10231.0,7530.0,7016.0,1071.0,2596.0,,201.0,101.0,835.0,1340.0,1929.0,8016.0,,1369.0,46,942.0,268.0
,,,,,,10261.0,7599.0,7015.0,1034.0,2565.0,,202.0,102.0,802.0,1335.0,1898.0,8011.0,,1336.0,46,873.0,202.0
,,,,,,10297.0,7631.0,7050.0,1035.0,2531.0,,201.0,101.0,805.0,1333.0,1930.0,7978.0,,1305.0,48,837.0,134.0
,,,,,,10332.0,7632.0,7111.0,1038.0,2530.0,,201.0,102.0,768.0,1399.0,1933.0,7977.0,,1242.0,46,770.0,66.0
,,,,,,10403.0,7664.0,7108.0,1074.0,2498.0,,199.0,100.0,732.0,1333.0,1898.0,7975.0,,1209.0,46,704.0,51.0
,,,,,,,7696.0,7145.0,1040.0,2498.0,,201.0,102.0,700.0,1400.0,1902.0,7975.0,,1143.0,48,640.0,52.0
,,,,,,,7730.0,7181.0,1078.0,2534.0,,202.0,101.0,666.0,4924.0,1901.0,7976.0,,1115.0,47,604.0,49.0
,,,,,,,7763.0,7183.0,1075.0,2566.0,,203.0,101.0,635.0,4925.0,1868.0,,,1082.0,45,539.0,50.0
,,,,,,,7833.0,7213.0,3555.0,2564.0,,201.0,103.0,632.0,4959.0,1866.0,,,1014.0,46,472.0,51.0
